timeindex,FR-coal-st,FR-electricity-shortage,FR-gas-gt,FR-oil-ocgt,FR-others-non-res,FR-uranium-st,FR-hydro-ror,FR-solar-pv,FR-wind-onshore,FR-biomass-ce,FR-hydro-phs,FR-hydro-reservoir,import,FR-electricity-load,FR-electricity-excess
2030-01-06 07:00:00,1305.0,0.0,0.0,0.0,4590.0,30116.8,7469.438219170471,109.2,21474.613949,4800.0,0.0,0.0,2550.4633623699997,72415.51553053915,0.0
2030-01-06 08:00:00,1305.0,0.0,0.0,0.0,4590.0,30116.8,7488.813096297348,1656.2,18418.601361999998,4800.0,0.0,0.0,3618.2260509599996,71993.64050925936,0.0
2030-01-06 09:00:00,1305.0,0.0,0.0,0.0,4590.0,30116.8,7507.659967030273,3931.200000000001,15082.180322999999,4800.0,0.0,0.0,3598.4769190399998,70931.31720906837,0.0
2030-01-06 10:00:00,0.0,0.0,0.0,0.0,4590.0,30116.8,7525.978112894263,6115.200000000001,17748.482571,4800.0,0.0,0.0,-232.39461953,70664.06606436624,0.0
2030-01-06 11:00:00,0.0,0.0,0.0,0.0,4590.0,30116.8,7543.7668154143485,7261.8,18066.745267,4800.0,0.0,0.0,-2419.44367801,69959.66840440132,0.0
2030-01-06 12:00:00,0.0,0.0,0.0,0.0,4590.0,30116.8,7561.025356115551,7334.6,16517.950535,4800.0,0.0,0.0,-2990.8617180739,67929.51417303903,0.0
2030-01-06 13:00:00,0.0,0.0,0.0,0.0,4590.0,30116.8,7577.7530165229,6260.799999999999,14706.6429,4800.0,0.0,0.0,-1865.34099429,66186.65492223155,0.0
2030-01-06 14:00:00,1305.0,0.0,0.0,0.0,4590.0,30116.8,7593.949078161418,4095.0,12161.438352000001,4800.0,0.0,0.0,394.37693733000015,65056.56436749109,0.0
2030-01-06 15:00:00,1305.0,0.0,0.0,0.0,4590.0,30116.8,7609.61282255613,1219.4,11648.701720000001,4800.0,0.0,4239.51167003,0.0,65529.02621258951,0.0
2030-01-06 16:00:00,1305.0,0.0,0.0,0.0,4590.0,30116.8,7624.743531232059,0.0,12501.543485,4800.0,7000.0,8157.2538852,-3948.98545234,72146.35544908915,0.0
2030-01-06 17:00:00,1305.0,0.0,0.0,0.0,4590.0,30116.8,7639.340485714236,0.0,13033.835153,4800.0,7000.0,8157.2538852,-2150.74528006,74491.4842438504,0.0
2030-01-06 18:00:00,1305.0,0.0,0.0,0.0,4590.0,30116.8,7653.4029675276815,0.0,13300.11554,4800.0,6760.1868031,8157.2538852,-4736.84210526,71945.91709056255,0.0
2030-01-06 19:00:00,1305.0,0.0,0.0,0.0,4590.0,30116.8,7666.930258197421,0.0,13457.901358,4800.0,0.0,6122.6902557,0.0,68059.32187189437,0.0
2030-01-06 20:00:00,1305.0,0.0,0.0,0.0,4590.0,30116.8,7679.921639248483,0.0,13796.257302,4800.0,0.0,8157.2538852,-5480.297422850001,64964.93540359321,0.0
