timeindex,AT-electricity,BE-electricity,CH-electricity,CZ-electricity,DE-electricity,DK-electricity,FR-electricity,IT-electricity,NL-electricity,NO-electricity,PL-electricity,SE-electricity
2030-05-29 02:00:00,2644.06804827,3918.672561547,2284.21052632,276.403711773,-9468.840468409999,-2579.865208663001,-13789.473684199998,11550.0,3806.353419591,6795.0,309.048724449,-8473.684210528
2030-05-29 03:00:00,3527.61158318,4248.747367029,3498.39971047,1536.642776266,-10571.272981969996,-2913.4705569730004,-13789.473684199998,10396.52027505,3934.9449947059998,6795.0,-1081.812005798,-8473.684210528
2030-05-29 04:00:00,530.203159116,3800.0,-5015.78947368,1999.95595048,-2234.2554528249993,-2445.840244383,-9857.341917157999,10500.0,4937.80277716,2958.157894737,1374.552694214,-8473.684210528
2030-05-29 05:00:00,856.476193636,3800.0,-6230.02819103,1828.00079885,-6740.091519138001,-1482.486884423,-7684.21052631,10418.526781479999,6242.90436389,2958.157894737,2600.0,-8473.684210528
2030-05-29 06:00:00,1350.43828789,3800.0,-4497.2674165,1429.69666591,-17408.442900791997,-677.434022771,-3184.21052631,11550.0,6400.0,4658.157894737,2600.0,-8337.413859258
2030-05-29 07:00:00,5035.91322709,3800.0,2804.15171294,797.879741432,-28959.622781574002,-91.79062483300004,-4509.712376110001,10628.65960471,6400.0,6058.157894737,3200.0,-8100.682496088
2030-05-29 08:00:00,6148.254981458,3800.0,2652.599885945,496.17395353899997,-28648.16788659,592.4349492229999,-6019.56156665,10360.78218332,5891.834067488,6593.069402644,3200.0,-7941.726988603
2030-05-29 09:00:00,6223.17037674,4063.552068249,2690.3912828999996,368.684368982,-25124.879880333003,1297.8573242269995,-6701.145700693,7250.58647775,5422.576770264,6795.0,3200.0,-7873.718799004
2030-05-29 10:00:00,5777.918659909999,4389.2733002469995,2134.51918004,308.7968711840001,-21510.642248799002,2352.7920614369996,-6194.6953995,3385.913995072,4927.852058049,6939.2672446060005,3200.0,-7725.046414868
2030-05-29 11:00:00,5758.92867783,3958.577622761,2279.03005937,160.26135862600006,-22135.320358257002,3133.426353357,-7579.66633604,4400.68301924,4908.3974950520005,7388.44475694,3200.0,-7555.941103245
2030-05-29 12:00:00,5796.414132377,4148.693203205,2455.5328394959997,335.22951216600006,-23988.478137725,3721.2225717769998,-7969.98306778,5276.823533311,5098.365068497,7017.859981723001,3200.0,-7292.758592644999
2030-05-29 13:00:00,5860.54791581,4717.292356617,2517.937769243,265.853601797,-28186.78376946967,3811.5313516670003,-7879.992355123,8564.26673943,5370.291984349,6125.670646262,3200.0,-6972.60079012346
