timeindex;AT-electricity-reservoir-profile;BE-electricity-reservoir-profile;CH-electricity-reservoir-profile;CZ-electricity-reservoir-profile;DE-electricity-reservoir-profile;FR-electricity-reservoir-profile;NO-electricity-reservoir-profile;PL-electricity-reservoir-profile;SE-electricity-reservoir-profile
2030-04-03T22:00:00Z;3878.6170969516284;31.758024458070953;14568.415052781453;220.35209216845763;251.3744089110705;4596.609305806438;17021.07155023499;89.55164277397013;5374.272258928718
2030-04-03T23:00:00Z;3880.517164363675;31.710151855902875;14591.140615899252;220.01967862819808;250.87773141425563;4593.889938894465;16972.008849722744;89.4517142849711;5363.110627461171
2030-04-04T00:00:00Z;3882.637291332133;31.66250260273972;14613.397641230718;219.68816732876712;250.38407973155347;4591.376231215457;16923.093403281673;89.35221883097029;5351.970267123287
2030-04-04T01:00:00Z;3884.9759614496884;31.615074597554838;14635.143811338723;219.35756932000183;249.8934797400114;4589.067702057705;16874.328345608817;89.25315543723485;5340.851675468625
2030-04-04T02:00:00Z;3887.5332218845374;31.56786289982859;14656.398246716884;219.02790736171644;249.40601984328586;4586.961779311753;16825.718032258777;89.1545208170194;5329.755530312244
2030-04-04T03:00:00Z;3890.309510698754;31.520861859168157;14677.195427341541;218.69920714122026;248.9218040766857;4585.055368018721;16777.267124000555;89.05631110557553;5318.682554534596
2030-04-04T04:00:00Z;3893.305265954413;31.47406582518067;14697.569833189016;218.37149434582213;248.44093647551986;4583.345373219713;16728.980281603137;88.95852243815473;5307.633471016122
2030-04-04T05:00:00Z;3896.520925713589;31.427469147473317;14717.555944235643;218.0447946628313;247.9635210750973;4581.828699955845;16680.86216583551;88.86115095000862;5296.609002637268
2030-04-04T06:00:00Z;3899.9569280383557;31.381066175653256;14737.188240457743;217.71913377955673;247.48966191072682;4580.502253268232;16632.917437466665;88.76419277638865;5285.609872278481
2030-04-04T07:00:00Z;3903.6137109907895;31.33485125932764;14756.501201831645;217.3945373833073;247.0194630177173;4579.362938197984;16585.1507572656;88.66764405254636;5274.6368028202
