timeindex;AT-onshore-profile;AT-pv-profile;BE-offshore-profile;BE-onshore-profile;BE-pv-profile;CH-onshore-profile;CH-pv-profile;CZ-onshore-profile;CZ-pv-profile;DE-coal-chp-profile;DE-gas-chp-profile;DE-lignite-chp-profile;DE-offshore-profile;DE-oil-chp-profile;DE-onshore-profile;DE-other-non-res-chp-profile;DE-pv-profile;DE-waste-chp-profile;DK-offshore-profile;DK-onshore-profile;DK-pv-profile;FR-onshore-profile;FR-pv-profile;IT-onshore-profile;IT-pv-profile;NL-offshore-profile;NL-onshore-profile;NL-pv-profile;NO-offshore-profile;NO-onshore-profile;NO-pv-profile;PL-onshore-profile;PL-pv-profile;SE-offshore-profile;SE-onshore-profile;SE-pv-profile
2030-01-02T05:00:00Z;0.11746199999999998;0.0;0.378863;0.28785;0.0;0.644977;0.0;0.40601;0.0;0.7108798599999999;0.7108798599999999;0.7108798599999999;0.49439700000000003;0.7108798599999999;0.430253;0.7108798599999999;0.0;0.7108798599999999;0.603995;0.47053999999999996;0.0;0.384562;0.0;0.181843;0.0;0.37162399999999995;0.223313;0.0;0.513342;0.40429699999999996;0.0;0.616969;0.0;0.579522;0.39019699999999996;0.0
2030-01-02T06:00:00Z;0.102253;0.0;0.3752;0.24993600000000002;0.0;0.65155;0.0;0.392986;0.0;0.83295719;0.83295719;0.83295719;0.47192399999999995;0.83295719;0.36171;0.83295719;0.0;0.83295719;0.60893;0.501046;0.0;0.375918;0.0;0.193381;0.006999999999999999;0.372219;0.21076399999999998;0.0;0.5851890000000001;0.42766499999999996;0.0;0.602353;0.0;0.749084;0.429307;0.0
2030-01-02T07:00:00Z;0.110351;0.045;0.377637;0.232577;0.0;0.65676;0.004;0.398212;0.003;0.80414348;0.80414348;0.80414348;0.43713100000000005;0.80414348;0.30645100000000003;0.80414348;0.001;0.80414348;0.581641;0.48915699999999995;0.0;0.363581;0.001;0.17312;0.071;0.36498;0.200113;0.0;0.640239;0.438176;0.0;0.556404;0.003;0.787038;0.45349300000000003;0.0
2030-01-02T08:00:00Z;0.134604;0.139;0.409055;0.241972;0.005;0.658568;0.036000000000000004;0.39321100000000003;0.025;0.7574150699999999;0.7574150699999999;0.7574150699999999;0.388319;0.7574150699999999;0.254932;0.7574150699999999;0.011;0.7574150699999999;0.538235;0.455966;0.008;0.34480700000000003;0.015;0.145209;0.154;0.36759400000000003;0.19814;0.009000000000000001;0.689164;0.43158100000000005;0.0;0.492779;0.018000000000000002;0.787505;0.46781999999999996;0.0
2030-01-02T09:00:00Z;0.146931;0.219;0.46102;0.262762;0.023;0.6493479999999999;0.071;0.392935;0.055;0.71589317;0.71589317;0.71589317;0.384973;0.71589317;0.214719;0.71589317;0.027000000000000003;0.71589317;0.525189;0.421562;0.07200000000000001;0.342206;0.048;0.18601900000000002;0.225;0.403792;0.20886500000000002;0.033;0.6741729999999999;0.417303;0.006;0.457704;0.036000000000000004;0.7867689999999999;0.46820500000000004;0.004
2030-01-02T10:00:00Z;0.159141;0.259;0.53799;0.31396999999999997;0.042;0.6450359999999999;0.091;0.40197;0.079;0.6647487599999999;0.6647487599999999;0.6647487599999999;0.424975;0.6647487599999999;0.203703;0.6647487599999999;0.039;0.6647487599999999;0.535307;0.415779;0.16899999999999998;0.373317;0.08900000000000001;0.19911700000000002;0.266;0.46617;0.237512;0.056;0.6318699999999999;0.402567;0.022;0.437258;0.055;0.784935;0.49526800000000004;0.009000000000000001
2030-01-02T11:00:00Z;0.154869;0.251;0.634466;0.381934;0.053;0.595739;0.08900000000000001;0.409659;0.08;0.63406377;0.63406377;0.63406377;0.462305;0.63406377;0.215929;0.63406377;0.042;0.63406377;0.594169;0.42994799999999994;0.197;0.42356800000000006;0.125;0.20752800000000002;0.272;0.544977;0.269148;0.065;0.622888;0.395764;0.028;0.387789;0.06;0.788723;0.516237;0.008
2030-01-02T12:00:00Z;0.146788;0.213;0.673473;0.43639300000000003;0.069;0.4761;0.068;0.451721;0.064;0.6145848400000001;0.6145848400000001;0.6145848400000001;0.508005;0.6145848400000001;0.222275;0.6145848400000001;0.034;0.6145848400000001;0.632742;0.43066000000000004;0.145;0.46622700000000006;0.134;0.21541999999999997;0.244;0.5944699999999999;0.308704;0.064;0.620047;0.403843;0.017;0.320021;0.044;0.808699;0.53342;0.004
2030-01-02T13:00:00Z;0.16297799999999998;0.131;0.659805;0.44680699999999995;0.068;0.348652;0.043;0.443766;0.036000000000000004;0.61176642;0.61176642;0.61176642;0.5545140000000001;0.61176642;0.23681999999999997;0.61176642;0.02;0.61176642;0.635303;0.421563;0.064;0.455445;0.11;0.21650300000000003;0.183;0.600463;0.372608;0.071;0.607243;0.414411;0.003;0.279973;0.017;0.765174;0.526041;0.001
2030-01-02T14:00:00Z;0.243135;0.038;0.6463770000000001;0.43892200000000003;0.04;0.25864699999999996;0.015;0.43399499999999996;0.006;0.6213873200000001;0.6213873200000001;0.6213873200000001;0.5761029999999999;0.6213873200000001;0.256331;0.6213873200000001;0.005;0.6213873200000001;0.661939;0.43814;0.005;0.405005;0.066;0.188055;0.093;0.592865;0.421575;0.047;0.5778979999999999;0.41100600000000004;0.0;0.26046199999999997;0.0;0.697983;0.520033;0.0
